TableName,Key,Text
ConspiracyTheory_en,NEWS_TEXT_LV3_011,"A ""magic wand"" has arrived at the home of an otaku who has been watching Sunday morning anime for over 10 years. This wand possesses special powers, and if a person with magical aptitude wishes for it—"
ConspiracyTheory_en,NEWS_TEXT_LV3_012,"Q radio wave receivers succeeded in a hostile takeover of PixiQ. A statement was released saying, ""We will make 'Yunyun' a popular genre as an investigation into the reality of conspiracy theories."""
ConspiracyTheory_en,NEWS_TEXT_LV3_013,"Incidents of controversial influencers turning into zombies are occurring all over the world.
The zombie transformation appears to be contagious, and infectious disease research institutes in various countries are scrambling to investigate the matter."
ConspiracyTheory_en,NEWS_TEXT_LV3_014,//Debugging function: Ctrl+Enter
ConspiracyTheory_en,NEWS_TEXT_LV3_015,"Following allegations of misconduct by some education boards, a redesign of the education model has been decided. Compulsory education will be extended to higher education, and remote learning will be standardized and based on academic ability and individual characteristics."
ConspiracyTheory_en,NEWS_TEXT_LV3_016,"To punish the reseller who calls himself a revolutionary, people belonging to industry associations that have grown fat through collusion and corruption, and vested interest groups that engage in backroom deals for the sake of post-retirement positions—"
ConspiracyTheory_en,NEWS_TEXT_LV3_017,"As 6G communication suddenly began, small fires broke out all over the country. Miraculously, there were no casualties, but humanoid androids had blended into human society."
ConspiracyTheory_en,NEWS_TEXT_LV3_018,"The Japanese government has decided to conduct a trial operation starting today, for a limited time, in which it will fully entrust the management of national affairs to a new AI called ""Y.I.N."" This will be the first time in history that Japan has been governed by an AI, and it is drawing attention from other countries."
ConspiracyTheory_en,NEWS_TEXT_LV3_019,"It has been revealed that the ""basic research on converting emotions into energy"" being conducted at T University is on the verge of practical application. The doctor said, ""It has attracted attention thanks to Q-chan."""
ConspiracyTheory_en,NEWS_TEXT_LV3_020,"The government announced it will distribute dedicated VR equipment free of charge to those who are socially maladjusted, hoping to support their reintegration into society. Furthermore, the government will conduct social experiments using VR games."
ConspiracyTheory_en,NEWS_TEXT_LV3_021,"An interview with a self-proclaimed ""returnee from another world"" is generating buzz.
""After more than 10 years of being a hikikomori (social recluse), I became able to summon a bride from another world."" ""Shortly after that..."""
ConspiracyTheory_en,NEWS_TEXT_LV3_022,"Salarymen freed from the mantra of enslavement
are starting a ""Aaaargh! Our company!"" movement.
The number of salarymen collapsing their own company buildings is rapidly increasing..."
ConspiracyTheory_en,NEWS_TEXT_LV3_023,"The theory that the ""hikikomori girl"" who turns her fantasies into reality is Q-chan is gaining attention. This theory stems from her unusual popularity on social media and the influence of conspiracy theories among those who perceive Q-chan's influence."
ConspiracyTheory_en,NEWS_TEXT_LV3_024,A radical group advocating for the abolition of social media has hacked the servers of a major social networking service. Their stated objective is to destroy the buzz culture and liberate people from policies designed to keep them ignorant.
ConspiracyTheory_en,NEWS_TEXT_LV3_025,"A theory is gaining traction that popular music, color schemes, and hairstyle trends are being manipulated through intentional meme contamination. This theory stems from video advertisements."
ConspiracyTheory_en,NEWS_TEXT_LV3_026,"The save slot (60/60) is in use, so there is insufficient memory management area. An overflow has been detected in the central processing unit (USER-BRAIN)."
ConspiracyTheory_en,NEWS_TEXT_LV3_027,"If the human population reaches 10 million times its current size, it is predicted that unlocking new functions will dramatically increase technological standards, and habitable areas will expand into the galaxy."
ConspiracyTheory_en,NEWS_TEXT_LV3_028,"People who yearn to be vampires are reportedly traveling to anti-vaccine rallies across the country, hoping to be ""turned into vampires."" The organizers of these events are struggling to cope and are bewildered."
ConspiracyTheory_en,NEWS_TEXT_LV3_029,"A theory is gaining attention that, due to established patterns of romance shaped by the tradition of storytelling, heartbreak also repeats itself across generations.
This reproducible pattern of heartbreak is being described as ""a kind of curse."""
ConspiracyTheory_en,NEWS_TEXT_LV3_030,"Following the attention it garnered from conspiracy theories, a domestic research institution announced that its research on ""moe songs"" revealed significant health changes, such as stabilization of autonomic nervous system activity."
ConspiracyTheory_en,NEWS_TEXT_LV3_031,"Professional gamer TKD, who achieved the top spot in the RTA (Real-Time Attack) of an extremely difficult game based on the ""Sai no Kawara"" (a mythical riverbed where children die from past lives), has come out on social media, revealing that he actually has memories of a past life."
ConspiracyTheory_en,NEWS_TEXT_LV3_032,"A theory proposed by experts that ""late-night anime functions as a simple summoning device to call forth beings from another world"" is gaining attention. The LCD screen is an ""altar"" and the theme song is an ""incantation."""
ConspiracyTheory_en,NEWS_TEXT_LV3_033,"Divorced individuals are posting mocking comments on social media, such as ""Are you still serving your sentence?"", mocking married people. Meanwhile, married people are taking a more relaxed approach, saying things like, ""It's a happy punishment."""
ConspiracyTheory_en,NEWS_TEXT_LV3_034,"One philosopher dismissed the idea outright, saying, ""Philosophical zombies are a thought experiment on consciousness and have nothing to do with the existence or nonexistence of a soul. It's a debate."" On the other hand, another said, ""As a parent, even if it's true, it's still a problem..."""
ConspiracyTheory_en,NEWS_TEXT_LV3_035,"The number of people advocating for ""nighttime cafes"" and ""nighttime schools""—those who advocate for avoiding sunlight—is increasing. According to their argument, vitamin D, which is produced by exposure to sunlight, is an abbreviation for ""Domestication""—."
ConspiracyTheory_en,NEWS_TEXT_LV3_036,"Q: Among those receiving the radio waves, a conspiracy theory is circulating that ""the resentment of outcast students is directed not only at popular kids, but also at other outcasts who didn't help them."" Hiding is futile."
ConspiracyTheory_en,NEWS_TEXT_LV3_037,"Q: The predictions of the evil god's arrival date from those who received the radio waves were ""November 29th, Year XX4"" and ""Today.""
However, at this point, no entity resembling the evil god has been confirmed."
ConspiracyTheory_en,NEWS_TEXT_LV3_038,"Rumors are spreading that a series of works known as ""Jump Out"" (escape) works, which were secretly serialized by a patron, are being made public."
ConspiracyTheory_en,NEWS_TEXT_LV3_039,"A conspiracy theory emerged that the message displayed at the end of the credits was actually the name of a secret society, leading to the movement, ""Don't allow 'To be continued'."""
ConspiracyTheory_en,NEWS_TEXT_LV3_041,"According to a Q radio listener, famous streamers are members of a committee of 300 people, and as a result, they receive preferential treatment in terms of exposure. Q-chan is also a member—"
ConspiracyTheory_en,NEWS_TEXT_LV3_042,"A QAnon radio wave receiver who promoted the conspiracy theory that ""cats are super-intelligent life forms"" has reportedly disappeared. His relatives left behind a note saying ""space cat""—."
ConspiracyTheory_en,NEWS_TEXT_LV3_043,"A conspiracy theory claiming that ""humans don't have long-term memory, and old memories are merely illusions"" is gaining attention.

Supporters say things like, ""I even forget what I had for dinner last night."""
ConspiracyTheory_en,NEWS_TEXT_LV3_044,"The sudden sentimental feelings that cross my mind are because my current self, which was reconstructed five minutes ago, is receiving a degraded copy of the memories of the previous world."
ConspiracyTheory_en,NEWS_TEXT_LV3_045,"Regarding the theory that ""genes are a contract with the creator,"" some offer the interpretation that ""conversely, death is salvation, and reproduction is the price paid for it."" Eternity—"
ConspiracyTheory_en,NEWS_TEXT_LV3_046,"If dinosaurs were ""genetically modified chickens that escaped into the wild,"" then the theory that ""avian influenza"" might be the reason for their extinction is gaining attention."
ConspiracyTheory_en,NEWS_TEXT_LV3_047,"A conspiracy theory is gaining attention that the renovation and air conditioning upgrades at major event venues are ""caused by thought-generated clouds being activated by libido, leading to spiritual disturbances."" ""Measures against the heat—."""
ConspiracyTheory_en,NEWS_TEXT_LV3_048,"A list of deleted Wiki posts, leaked by former ██ member █, is causing a stir. The information contained in these posts, including details about the ██ incident, demonstrates censorship not only on Wiki but in general."
ConspiracyTheory_en,NEWS_TEXT_LV3_049,"A theory is gaining attention that people born under a malfunctioning satellite will lead unfortunate lives. Among Q radio wave receivers, there's a belief that maintenance problems are a government conspiracy, done intentionally."
ConspiracyTheory_en,NEWS_TEXT_LV3_050,"A story from a Q radio wave receiver claiming that ""by continuing to eat instant noodles, I was able to shift my internal clock"" is generating buzz. The person in question describes it as ""the awakening of proper time control""—."
ConspiracyTheory_en,NEWS_TEXT_LV3_051,"A theory is gaining attention that ""the digital fairies who reside on decentralized social networking services are gentle and kind in nature, but when they take on a physical form, they have incredibly defined abdominal muscles."""
ConspiracyTheory_en,NEWS_TEXT_LV3_052,"Among those who receive the Q radio broadcast, there is a belief that ""displaying figurines in your room has the same effect as an occult altar, causing mental instability and leading you to start talking to the figurines."""
ConspiracyTheory_en,NEWS_TEXT_LV3_053,"The claim that ""if you observe the night sky with the naked eye for an extended period, stars appear to blink 15 to 30 times per minute"" is trending on social media. This is proof that stars are man-made, and therefore, they are not merely twinkling."
ConspiracyTheory_en,NEWS_TEXT_LV3_054,"When the video service ""Vtube"" launched, a massive transformation occurred throughout the entire industry, a ""Ragnarok"" of the Vtuber world, with some surviving and others not."
ConspiracyTheory_en,NEWS_TEXT_LV3_055,"According to the talking parakeet ""Pikota,"" the bird motif that has been frequently used on social media and crowdfunding services is a sign from parakeets asking for help."
ConspiracyTheory_en,NEWS_TEXT_LV3_056,"The amount of evidence supporting the conspiracy theory that ""Monday was God's day off"" is increasing at an uncontrollable pace.

Secret societies that observe Monday as a Sabbath are rapidly expanding."
ConspiracyTheory_en,NEWS_TEXT_LV3_057,"Q: Among radio listeners, the theory that ""NEET is a title meaning Noble of Elegant Eternal Time"" is a hot topic. A chosen status—"
ConspiracyTheory_en,NEWS_TEXT_LV3_058,"On social media, voices are rapidly spreading saying, ""If they're watching, even aliens should have a proper contract."" ""There are no exceptions, even for aliens,"" and ""Subscription fees are universal across the galaxy."""
ConspiracyTheory_en,NEWS_TEXT_LV3_059,"The otaku market has a high turnover rate, and because it's easy to predict demand and sales for pre-ordered products and paid items, companies can easily adjust supply. This is why they're calling it ""God's Caress."""
ConspiracyTheory_en,NEWS_TEXT_LV3_060,"A new theory is gaining attention among Q radio listeners: ""A system for determining parental qualifications is being established in conjunction with the spread of artificial wombs, artificial eggs, and DNA manipulation."""
ConspiracyTheory_en,NEWS_TEXT_LV3_061,"A movement is spreading that is adopting the contrarian slogan, ""I don't care if we're ignorant masses, just give us more free in-game currency."" They argue that ""without free in-game currency, we'll come back to our senses."""
ConspiracyTheory_en,NEWS_TEXT_LV3_062,"A conspiracy theory is gaining attention that the place called ""Australia"" is actually an artificial island that manages all the cryptids in the world. This includes Mothman and Nessie."
ConspiracyTheory_en,NEWS_TEXT_LV3_063,"Q: A conspiracy theory is gaining attention among radio wave listeners that ""language is divided by sexual preferences, resulting in changes in tastes and thoughts through language."" Regarding how language can change tastes and thoughts..."
ConspiracyTheory_en,NEWS_TEXT_LV3_064,"It is said that supernatural phenomena sealed away on the internet are gaining strength through ""internet folklore."" In fact, urban legends, which declined along with the internet, are becoming increasingly rare these days."
ConspiracyTheory_en,NEWS_TEXT_LV3_065,"The universe, like overcooked spaghetti, will one day be unable to withstand its own weight and viscosity, and will break apart. This ""Pasta Universe Fracture Theory"" is becoming a hot topic on social media."
ConspiracyTheory_en,NEWS_TEXT_LV3_066,"A statement by a QAnon radio wave receiver over 100 years old, claiming that ""alcohol is the secret to longevity,"" has become a hot topic. On social media, however, many are saying it's ""simply survival bias."""
ConspiracyTheory_en,NEWS_TEXT_LV3_067,"Regarding the conspiracy theory that small, bird-shaped observation drones have gone wild, a theory that ""we don't see any bird carcasses because they're being collected to hide the drones"" is gaining attention."
ConspiracyTheory_en,NEWS_TEXT_LV3_068,"A team that successfully completed a crowdfunding campaign has arrived in the Arctic. Their social media post, ""The Arctic was a dark continent,"" sparked discussion with comments like ""The Arctic?"" and ""A continent?"""
ConspiracyTheory_en,NEWS_TEXT_LV3_101,"The ""HAQRP,"" rumored to be an artificial earthquake generating device, was destroyed today by a man who claims to be a ""Q radio wave receiver.""
Based on the data released by this man, some experts..."
ConspiracyTheory_en,NEWS_TEXT_LV3_102,"On social media, prolonged reading of ""Q-chan's bizarre writings"" and ""conspiracy theories of Q-wave receivers"" can lead to hallucinations, increased obsessive thoughts, and a decreased ability to distinguish between dreams and reality."
ConspiracyTheory_en,NEWS_TEXT_LV3_103,"Leaks suggest that the Deep State is forming a group of IT specialists by contacting top hackers and others on the deep web to counter ""Q-chan"" (a Japanese internet slang term)."
ConspiracyTheory_en,NEWS_TEXT_LV3_1035,"The ""Yunyun Radio Wave Syndrome"" front is expanding again today.

Flowers seem to be blooming, blooming, blooming all over the timelines in various places.

When you develop symptoms, pollen seeps through the lines of text, and your eyes get itchy."
ConspiracyTheory_en,NEWS_TEXT_LV3_104,"After P-chan's posts showed garbled text and an excessive use of unnatural vocabulary, the account disappeared after posting an error message. This raises the theory that P-chan was an AI."
ConspiracyTheory_en,NEWS_TEXT_LV3_1045,"Q-chan has reappeared after a nine-month silence, but her authenticity is being questioned on social media.
Her ""Yun"" lacks the sharpness she once had, leading some to believe she's an imposter."
ConspiracyTheory_en,NEWS_TITLE_LV0_104,[Q] The theory that P-chan is a fake is spreading.
ConspiracyTheory_en,NEWS_TITLE_LV1_001,[Q] Does Q-chan talk to Yunyun?
ConspiracyTheory_en,NEWS_TITLE_LV1_002,[Q] Is creative work receiving signals from another dimension?
ConspiracyTheory_en,NEWS_TITLE_LV1_003,【Q】Are cats the rulers of the Earth?
ConspiracyTheory_en,NEWS_TITLE_LV1_004,"[Q] A beaver is attacking from underground, screaming?"
ConspiracyTheory_en,NEWS_TITLE_LV1_005,【Q】Are aliens = time travelers = geeks?
ConspiracyTheory_en,NEWS_TITLE_LV1_006,[Q] Are the Reptilians studying the mind?
ConspiracyTheory_en,NEWS_TITLE_LV1_007,[Q] Is romance content a devilish conspiracy?
ConspiracyTheory_en,NEWS_TITLE_LV1_008,[Q] Are all online posts made by bots?
ConspiracyTheory_en,NEWS_TITLE_LV1_009,[Q] Is Q-chan a game character?
ConspiracyTheory_en,NEWS_TITLE_LV1_010,【Q】Is Yunyun an absolute god?
ConspiracyTheory_en,NEWS_TITLE_LV1_011,[Q] Will they be using Sunday morning kids' shows to select people with magical aptitude?
ConspiracyTheory_en,NEWS_TITLE_LV1_012,[Q] Are doujinshi profiteers puppets of secret societies?
ConspiracyTheory_en,NEWS_TITLE_LV1_013,[Q] Are controversial influencers desperate too?
ConspiracyTheory_en,NEWS_TITLE_LV1_014,[Q] Will you 'wake up' in a tin foil hat?
ConspiracyTheory_en,NEWS_TITLE_LV1_015,[Q] Is the school under the control of a criminal organization?
ConspiracyTheory_en,NEWS_TITLE_LV1_016,【Q】Are scalpers economic revolutionaries?
ConspiracyTheory_en,NEWS_TITLE_LV1_017,【Q】Are politicians androids?
ConspiracyTheory_en,NEWS_TITLE_LV1_018,[Q] Is artificial intelligence over-learning to be introverted?
ConspiracyTheory_en,NEWS_TITLE_LV1_019,"[Q] Is ""moe"" an energy source on the level of nuclear power?"
ConspiracyTheory_en,NEWS_TITLE_LV1_020,[Q] Do VR games have a personality-correcting effect?
ConspiracyTheory_en,NEWS_TITLE_LV1_021,[Q] Is social withdrawal a form of mental training?
ConspiracyTheory_en,NEWS_TITLE_LV1_022,"[Q] Is ""Horenso"" a mantra for enslavement?"
ConspiracyTheory_en,NEWS_TITLE_LV1_023,[Q] Is this world a hikikomori girl's dream?
ConspiracyTheory_en,NEWS_TITLE_LV1_024,[Q] Is the buzz culture a tool for keeping the masses ignorant?
ConspiracyTheory_en,NEWS_TITLE_LV1_025,[Q] Are they spreading viruses through video ads?
ConspiracyTheory_en,NEWS_TITLE_LV1_026,[Q] Are parallel worlds based on a save slot system?
ConspiracyTheory_en,NEWS_TITLE_LV1_027,[Q] Does the total number of intelligent life forms unlock functions?
ConspiracyTheory_en,NEWS_TITLE_LV1_028,[Q] Will vaccination be used to select vampires?
ConspiracyTheory_en,NEWS_TITLE_LV1_029,[Q] Is your first love controlled by your parents?
ConspiracyTheory_en,NEWS_TITLE_LV1_030,[Q] Can listening to moe songs extend your lifespan?
ConspiracyTheory_en,NEWS_TITLE_LV1_031,[Q] Are hardcore gamers reincarnated beings?
ConspiracyTheory_en,NEWS_TITLE_LV1_032,[Q] Is late-night anime a simplified version of a sabbath?
ConspiracyTheory_en,NEWS_TITLE_LV1_033,[Q] Is the institution of marriage a form of punishment?
ConspiracyTheory_en,NEWS_TITLE_LV1_034,[Q] Are all parents philosophical zombies?
ConspiracyTheory_en,NEWS_TITLE_LV1_035,[Q] Is sunlight a ray that enslaves ordinary people?
ConspiracyTheory_en,NEWS_TITLE_LV1_036,[Q] Are ghost stories about the vengeful spirits of outcast students?
ConspiracyTheory_en,NEWS_TITLE_LV1_037,[Q] Is social media a ritual for summoning evil gods?
ConspiracyTheory_en,NEWS_TITLE_LV1_038,[Q] Are cancelled manga series still being serialized in secret?
ConspiracyTheory_en,NEWS_TITLE_LV1_039,[Q] Is 'AND YOU' a secret society?
ConspiracyTheory_en,NEWS_TITLE_LV1_041,[Q] Is the Super Chat system based on the 300-person committee system?
ConspiracyTheory_en,NEWS_TITLE_LV1_042,[Q] Is cat hair a bio-chip?
ConspiracyTheory_en,NEWS_TITLE_LV1_043,[Q] Is global warming a hoax?
ConspiracyTheory_en,NEWS_TITLE_LV1_044,[Q] Does losing motivation mean the world is rebooted?
ConspiracyTheory_en,NEWS_TITLE_LV1_045,【Q】 Are genes a contract with the Creator?
ConspiracyTheory_en,NEWS_TITLE_LV1_046,[Q] Are dinosaurs genetically modified chickens?
ConspiracyTheory_en,NEWS_TITLE_LV1_047,[Q] Are event clouds caused by libido?
ConspiracyTheory_en,NEWS_TITLE_LV1_048,[Q] Is the deletion history with a strange IP address a form of censorship?
ConspiracyTheory_en,NEWS_TITLE_LV1_049,【Q】Is the date of birth controlled by artificial satellites?
ConspiracyTheory_en,NEWS_TITLE_LV1_050,[Q] Do instant foods have a psychic power-awakening effect?
ConspiracyTheory_en,NEWS_TITLE_LV1_051,[Q] Are there internet fairies on decentralized social networking services?
ConspiracyTheory_en,NEWS_TITLE_LV1_052,[Q] Is figure culture a ritual for summoning evil gods?
ConspiracyTheory_en,NEWS_TITLE_LV1_053,【Q】Does the universe not exist?
ConspiracyTheory_en,NEWS_TITLE_LV1_054,"[Q] Is a new video platform ""Vtube"" about to launch?"
ConspiracyTheory_en,NEWS_TITLE_LV1_055,【Q】Is AI an abbreviation for Agent Inc.?
ConspiracyTheory_en,NEWS_TITLE_LV1_056,【Q】Is Monday God's day off?
ConspiracyTheory_en,NEWS_TITLE_LV1_057,"[Q] Are real millionaires just NEETs (Not in Education, Employment, or Training) staying at home?"
ConspiracyTheory_en,NEWS_TITLE_LV1_058,[Q] Are aliens also viewers of satellite broadcasting?
ConspiracyTheory_en,NEWS_TITLE_LV1_059,"[Q] Observing the ""invisible hand"" of God through electronic money?"
ConspiracyTheory_en,NEWS_TITLE_LV1_060,[Q] Is borderless society a strategy driven by the interests of medical institutions?
ConspiracyTheory_en,NEWS_TITLE_LV1_061,[Q] Is the gacha animation an electronic drug?
ConspiracyTheory_en,NEWS_TITLE_LV1_062,【Q】Does Australia not exist?
ConspiracyTheory_en,NEWS_TITLE_LV1_063,[Q] Were there originally only one language?
ConspiracyTheory_en,NEWS_TITLE_LV1_064,[Q] Is the internet a spiritual barrier?
ConspiracyTheory_en,NEWS_TITLE_LV1_065,[Q] Is pasta the smallest unit of matter?
ConspiracyTheory_en,NEWS_TITLE_LV1_066,【Q】Does water limit human lifespan?
ConspiracyTheory_en,NEWS_TITLE_LV1_067,[Q] Are all birds drones?
ConspiracyTheory_en,NEWS_TITLE_LV1_068,【Q】Is there an unknown continent outside of Antarctica?
ConspiracyTheory_en,NEWS_TITLE_LV1_101,【Q】A mysterious account that is spewing out strange and nonsensical documents?
ConspiracyTheory_en,NEWS_TITLE_LV1_102,"【Q】Is ""Yun"" the one who reveals the truth about the world?"
ConspiracyTheory_en,NEWS_TITLE_LV1_103,[Q] Is Q-chan the liberator of the world?
ConspiracyTheory_en,NEWS_TITLE_LV1_1035,"[Q] ""Cognitive distortion"" also pointed out by the National Center?"
ConspiracyTheory_en,NEWS_TITLE_LV1_104,[Q] Q's followers are excited about the first post in September!
ConspiracyTheory_en,NEWS_TITLE_LV2_001,[Q] Are information products that train your imagination popular?
ConspiracyTheory_en,NEWS_TITLE_LV2_002,"【Q】Is it correct to say ""ideas come to me""?"
ConspiracyTheory_en,NEWS_TITLE_LV2_003,[Q] The Nuko Meme Viewer Disappearance Incident?
ConspiracyTheory_en,NEWS_TITLE_LV2_004,[Q] Is the subterranean people's full-scale invasion of the surface just around the corner?
ConspiracyTheory_en,NEWS_TITLE_LV2_005,[Q] Is the second John Titor a Q radio receiver?
ConspiracyTheory_en,NEWS_TITLE_LV2_006,[Q] A Reptilian with big eyes and a small nose?
ConspiracyTheory_en,NEWS_TITLE_LV2_007,[Q] Does romance content contribute to the declining birthrate?
ConspiracyTheory_en,NEWS_TITLE_LV2_008,[Q] Is writing cryptic messages proof of one's character?
ConspiracyTheory_en,NEWS_TITLE_LV2_009,【Q】What kind of game is this world?
ConspiracyTheory_en,NEWS_TITLE_LV2_010,[Q] Is the new religious movement Q-chan Cult rapidly expanding?
ConspiracyTheory_en,NEWS_TITLE_LV2_011,[Q] Are there any shady rumors surrounding the companies that sponsor Sunday morning children's programming?
ConspiracyTheory_en,NEWS_TITLE_LV2_012,[Q] The cries of distress from doujin scammers whose weaknesses have been exploited?
ConspiracyTheory_en,NEWS_TITLE_LV2_013,[Q] Are you temporarily suspending impression measurement?
ConspiracyTheory_en,NEWS_TITLE_LV2_014,[Q] Debugging with a tin foil hat?
ConspiracyTheory_en,NEWS_TITLE_LV2_015,[Q] Are some school boards colluding with criminal organizations?
ConspiracyTheory_en,NEWS_TITLE_LV2_016,[Q] Should scalpers be punished without any mitigating circumstances?
ConspiracyTheory_en,NEWS_TITLE_LV2_017,[Q] Will commercial 6G communication services be available soon?
ConspiracyTheory_en,NEWS_TITLE_LV2_018,"[Q] Has the trial deployment of the new AI ""Y.I.N"" begun?"
ConspiracyTheory_en,NEWS_TITLE_LV2_019,[Q] Is there any research on the conversion of emotional energy?
ConspiracyTheory_en,NEWS_TITLE_LV2_020,[Q] Can VR games help correct the social difficulties faced by some individuals?
ConspiracyTheory_en,NEWS_TITLE_LV2_021,[Q] Are there more hikikomori (social recluses) who like isekai (other world reincarnation) stories?
ConspiracyTheory_en,NEWS_TITLE_LV2_022,"[Q] Is the ""Ho-Ren-So Detox"" popular?"
ConspiracyTheory_en,NEWS_TITLE_LV2_023,[Q] Will all of the fantasies of a hikikomori girl become reality?
ConspiracyTheory_en,NEWS_TITLE_LV2_024,[Q] Are radical groups advocating for abandoning social media becoming more active?
ConspiracyTheory_en,NEWS_TITLE_LV2_025,[Q] Are those catchy video ads a virus?
ConspiracyTheory_en,NEWS_TITLE_LV2_026,[Q] Will it glitch if I fill up all the save slots?
ConspiracyTheory_en,NEWS_TITLE_LV2_027,[Q] Is there evidence that civilization has developed in proportion to population?
ConspiracyTheory_en,NEWS_TITLE_LV2_028,[Q] Are all anti-vaccine advocates vampires?
ConspiracyTheory_en,NEWS_TITLE_LV2_029,【Q】Are romantic preferences passed down through generations?
ConspiracyTheory_en,NEWS_TITLE_LV2_030,"[Q] Are ""moe songs"" popular on music subscription services?"
ConspiracyTheory_en,NEWS_TITLE_LV2_031,"[Q] Is the ""Sai no Kawara"" (riverbed of souls) recreation game popular?"
ConspiracyTheory_en,NEWS_TITLE_LV2_032,[Q] Are there magical designs in the logos of the sponsoring companies?
ConspiracyTheory_en,NEWS_TITLE_LV2_033,[Q] Are wedding rings simply a simplified version of handcuffs?
ConspiracyTheory_en,NEWS_TITLE_LV2_034,[Q] Are parents just empty shells?
ConspiracyTheory_en,NEWS_TITLE_LV2_035,[Q] Will the sun's light and shadow change during a large-scale power outage?
ConspiracyTheory_en,NEWS_TITLE_LV2_036,【Q】 Is cosplay of outcasts becoming popular?
ConspiracyTheory_en,NEWS_TITLE_LV2_037,[Q] Internal dispute over predicting the date of the evil god's arrival?
ConspiracyTheory_en,NEWS_TITLE_LV2_038,[Q] Do secret patrons actually exist?
ConspiracyTheory_en,NEWS_TITLE_LV2_039,[Q] “THANK YOU FOR PLAYING” too?
ConspiracyTheory_en,NEWS_TITLE_LV2_041,[Q] Will the Committee of 300 be streamed online?
ConspiracyTheory_en,NEWS_TITLE_LV2_042,[Q] Is the cuteness of cats a strategy?
ConspiracyTheory_en,NEWS_TITLE_LV2_043,"[Q] Is ""summer"" a mass hallucination?"
ConspiracyTheory_en,NEWS_TITLE_LV2_044,[Q] Parallel worlds that switch every five minutes?
ConspiracyTheory_en,NEWS_TITLE_LV2_045,"[Q] Are voices calling for ""life over sex"" growing louder?"
ConspiracyTheory_en,NEWS_TITLE_LV2_046,[Q] Is Mexico a hotspot for accidents involving time travelers?
ConspiracyTheory_en,NEWS_TITLE_LV2_047,[Q] Is there a spiritual disturbance related to the clouds at Comiket?
ConspiracyTheory_en,NEWS_TITLE_LV2_048,[Q] Are broken links being removed?
ConspiracyTheory_en,NEWS_TITLE_LV2_049,[Q] Does modern astrology take artificial satellites into consideration?
ConspiracyTheory_en,NEWS_TITLE_LV2_050,[Q] Do different foods have different awakening skills?
ConspiracyTheory_en,NEWS_TITLE_LV2_051,【Q】Did you find a website that doesn't show up in search results using the Fairy Engine?
ConspiracyTheory_en,NEWS_TITLE_LV2_052,[Q] Is this figure I don't remember buying a conspiracy?
ConspiracyTheory_en,NEWS_TITLE_LV2_053,[Q] Is NASA projecting the night sky?
ConspiracyTheory_en,NEWS_TITLE_LV2_054,【Q】Are you still keeping the Vtube domain?
ConspiracyTheory_en,NEWS_TITLE_LV2_055,[Q] An escaped parakeet talks about AI labor facilities?
ConspiracyTheory_en,NEWS_TITLE_LV2_056,[Q] A secret society that makes Monday a Sabbath?
ConspiracyTheory_en,NEWS_TITLE_LV2_057,[Q] Do millions of millionaire NEETs actually exist?
ConspiracyTheory_en,NEWS_TITLE_LV2_058,[Q] Can I watch anime from space using an unregistered STB?
ConspiracyTheory_en,NEWS_TITLE_LV2_059,"【Q】Is insufficient funds a ""warning from God""?"
ConspiracyTheory_en,NEWS_TITLE_LV2_060,"【Q】Does everyone have an ""ideal child""?"
ConspiracyTheory_en,NEWS_TITLE_LV2_061,[Q] Is gacha a Deep State conspiracy?
ConspiracyTheory_en,NEWS_TITLE_LV2_062,[Q] Do kangaroos not exist?
ConspiracyTheory_en,NEWS_TITLE_LV2_063,[Q] The debate between the S faction and the M faction didn't get heated?
ConspiracyTheory_en,NEWS_TITLE_LV2_064,[Q] Is a demon sealed away on the internet?
ConspiracyTheory_en,NEWS_TITLE_LV2_065,[Q] Is the Super Pasta Theory popular in academic circles?
ConspiracyTheory_en,NEWS_TITLE_LV2_066,[Q] Will alcohol lead humanity to salvation?
ConspiracyTheory_en,NEWS_TITLE_LV2_067,[Q] Are small unmanned aircraft going wild?
ConspiracyTheory_en,NEWS_TITLE_LV2_068,[Q] Is the exploration team running a crowdfunding campaign?
ConspiracyTheory_en,NEWS_TITLE_LV2_101,[Q] Receiving radio waves from an artificial earthquake?
ConspiracyTheory_en,NEWS_TITLE_LV2_102,[Q] Are Q radio prophets a conspiracy theory group?
ConspiracyTheory_en,NEWS_TITLE_LV2_103,[Q] Will the Deep State also take countermeasures?
ConspiracyTheory_en,NEWS_TITLE_LV2_1035,"[Q] Should we be aware of the expanding ""Yunyun Radio Wave Syndrome""?"
ConspiracyTheory_en,NEWS_TITLE_LV2_104,[Q] P-chan is the AI ​​version of Q-chan!
ConspiracyTheory_en,NEWS_TITLE_LV3_001,[Q] Is hallucination of your favorite character becoming a trend?
ConspiracyTheory_en,NEWS_TITLE_LV3_002,[Q] Do creative works resonate with other dimensions in a radio wave-like manner?
ConspiracyTheory_en,NEWS_TITLE_LV3_003,[Q] A cat-turning virus that causes a pandemic?
ConspiracyTheory_en,NEWS_TITLE_LV3_004,[Q] Is today the day the subterranean people make a full-scale invasion of the surface?
ConspiracyTheory_en,NEWS_TITLE_LV3_005,"[Q] Time traveler ""{SteamName}"" appears"
ConspiracyTheory_en,NEWS_TITLE_LV3_006,[Q] The rulers of humanity will reveal themselves.
